,precision,recall,f1_score,accuracy,positives,negatives,tnr,npv,fpr,fdr,for,fnr,balanced_accuracy,true_negatives,true_positives,false_negatives,false_positives,kappa,mcc,support,topic_number,ndcg_5,ndcg_10,ndcg_all
0,0.03308823529411765,0.8709677419354839,0.06375442739079103,0.04342581423401689,31,798,0.011278195488721804,0.6923076923076923,0.9887218045112782,0.9669117647058824,0.3076923076923077,0.12903225806451613,0.4411229687121028,9,27,4,789,-0.008941466087348804,-0.1798214256554108,829,1,0.0,0.0,0.33444365000628284
1,0.03017241379310345,0.75,0.058011049723756904,0.03536067892503536,28,679,0.005891016200294551,0.36363636363636365,0.9941089837997055,0.9698275862068966,0.6363636363636364,0.25,0.37794550810014726,4,21,7,675,-0.019628160341050416,-0.3846774276325476,707,2,0.0,0.0,0.2982598153359537
2,0.028021015761821366,0.6666666666666666,0.05378151260504202,0.037606837606837605,24,561,0.0106951871657754,0.42857142857142855,0.9893048128342246,0.9719789842381786,0.5714285714285714,0.3333333333333333,0.33868092691622104,6,16,8,555,-0.027093526929805822,-0.41871709586994926,585,3,0.0,0.0,0.2858866373628441
3,0.01053864168618267,0.9,0.020833333333333332,0.03424657534246575,10,866,0.02424942263279446,0.9545454545454546,0.9757505773672055,0.9894613583138173,0.045454545454545456,0.1,0.46212471131639726,21,9,1,845,-0.0017734906405113549,-0.051428590003530804,876,4,0.21398626473452756,0.24130778581567652,0.46053248172343336
4,0.016587677725118485,0.9333333333333333,0.03259604190919674,0.030338389731621937,15,842,0.014251781472684086,0.9230769230769231,0.9857482185273159,0.9834123222748815,0.07692307692307693,0.06666666666666667,0.47379255740300874,12,14,1,830,-0.0018625772498286342,-0.05623586953265772,857,5,0.0,0.0,0.3156264146018609
5,0.012285012285012284,0.7692307692307693,0.02418379685610641,0.03237410071942446,13,821,0.020706455542021926,0.85,0.9792935444579781,0.9877149877149877,0.15,0.23076923076923078,0.3949686123863956,17,10,3,804,-0.0067070124477603965,-0.17008466277060755,834,6,0.0,0.0,0.21259196216512646
6,0.01601423487544484,0.8571428571428571,0.0314410480349345,0.018584070796460177,21,1109,0.002705139765554554,0.5,0.9972948602344455,0.9839857651245552,0.5,0.14285714285714285,0.4299239984542058,3,18,3,1106,-0.005236467245608667,-0.2604449547409613,1130,7,0.10699313236726378,0.08421358772610596,0.29189124038450404
7,0.007312614259597806,0.8,0.014492753623188406,0.026833631484794274,5,554,0.019855595667870037,0.9166666666666666,0.98014440433213,0.9926873857404022,0.08333333333333333,0.2,0.409927797833935,11,4,1,543,-0.0032926644187689647,-0.11702438700731688,559,8,0.0,0.0,0.1553916995567616
8,0.09935205183585313,0.8846153846153846,0.1786407766990291,0.11134453781512606,52,424,0.01650943396226415,0.5384615384615384,0.9834905660377359,0.9006479481641468,0.46153846153846156,0.11538461538461539,0.45056240928882435,7,46,6,417,-0.022133327918451906,-0.18923859798692083,476,9,0.19178318368566782,0.15758127523849183,0.5164688080603057
9,0.13102409638554216,0.9456521739130435,0.23015873015873015,0.1390532544378698,92,584,0.011986301369863013,0.5833333333333334,0.988013698630137,0.8689759036144579,0.4166666666666667,0.05434782608695652,0.47881923764145323,7,87,5,577,-0.011705410409380779,-0.11000115818125725,676,10,0.33041989736319194,0.49157358372731036,0.7569123272833472
10,0.023529411764705882,0.7368421052631579,0.04560260586319218,0.029801324503311258,19,585,0.006837606837606838,0.4444444444444444,0.9931623931623932,0.9764705882352941,0.5555555555555556,0.2631578947368421,0.37183985605038233,4,14,5,581,-0.016361996979146864,-0.3692818630076361,604,11,0.16958010263680806,0.1853739226201294,0.3817013894380518
11,0.013568521031207599,0.7692307692307693,0.02666666666666667,0.03183023872679045,13,741,0.018893387314439947,0.8235294117647058,0.9811066126855601,0.9864314789687924,0.17647058823529413,0.23076923076923078,0.3940620782726046,14,10,3,727,-0.007471565221529586,-0.18578216515423338,754,12,0.0,0.0,0.3336266570454225
12,0.014267185473411154,0.8461538461538461,0.02806122448979592,0.035443037974683546,13,777,0.021879021879021878,0.8947368421052632,0.9781209781209781,0.9857328145265889,0.10526315789473684,0.15384615384615385,0.434016434016434,17,11,2,760,-0.004448419359467826,-0.1095831989905505,790,13,0.18148604814387062,0.14074267220463055,0.3656277402606089
13,0.028925619834710745,0.7241379310344828,0.05562913907284768,0.042953020134228186,29,716,0.015363128491620111,0.5789473684210527,0.9846368715083799,0.9710743801652892,0.42105263157894735,0.27586206896551724,0.36975052976305145,11,21,8,705,-0.02078917379464884,-0.3196070573228461,745,14,0.0,0.07839826897867533,0.3485935130166853
14,0.009111617312072893,1.0,0.01805869074492099,0.02027027027027027,8,880,0.011363636363636364,1.0,0.9886363636363636,0.9908883826879271,0.0,0.0,0.5056818181818182,10,8,0,870,0.00020706077233667575,0.010175515014927262,888,15,0.5307862306029746,0.43526234730084273,0.6252435558721122
15,0.02575107296137339,0.8571428571428571,0.05,0.036619718309859155,21,689,0.011611030478955007,0.7272727272727273,0.988388969521045,0.9742489270386266,0.2727272727272727,0.14285714285714285,0.434376943810906,8,18,3,681,-0.007882251858493117,-0.1800407344719883,710,16,0.11450494763206998,0.13116650549455305,0.3997398108584764
