,precision,recall,f1_score,accuracy,positives,negatives,tnr,npv,fpr,fdr,for,fnr,balanced_accuracy,true_negatives,true_positives,false_negatives,false_positives,kappa,mcc,support,topic_number,ndcg_5,ndcg_10,ndcg_all
0,0.07202216066481995,0.8387096774193549,0.1326530612244898,0.09814323607427056,31,346,0.031791907514450865,0.6875,0.9682080924855492,0.9279778393351801,0.3125,0.16129032258064516,0.43525079246690285,11,26,5,335,-0.02215275673434225,-0.1764695414298137,377,1,0.4343974612438291,0.4003548127763526,0.6408667403850645
1,0.045112781954887216,0.6428571428571429,0.08430913348946135,0.053268765133171914,28,385,0.01038961038961039,0.2857142857142857,0.9896103896103896,0.9548872180451128,0.7142857142857143,0.35714285714285715,0.32662337662337665,4,18,10,381,-0.04854324803418031,-0.48170311076959527,413,2,1.0,1.0,0.7739231252926897
2,0.031088082901554404,0.5,0.05853658536585366,0.04455445544554455,24,380,0.015789473684210527,0.3333333333333333,0.9842105263157894,0.9689119170984456,0.6666666666666666,0.5,0.2578947368421053,6,12,12,374,-0.0600358910218064,-0.5547556584298614,404,3,0.38356636737133565,0.38589303732090635,0.4837801216773942
3,0.0231023102310231,0.7,0.04472843450479233,0.08841463414634146,10,318,0.06918238993710692,0.88,0.9308176100628931,0.976897689768977,0.12,0.3,0.38459119496855343,22,7,3,296,-0.015196058134238744,-0.14955164048946737,328,4,0.6261806449294969,0.4948620750035186,0.6159587202553989
4,0.03007518796992481,0.8,0.057971014492753624,0.07142857142857142,15,405,0.044444444444444446,0.8571428571428571,0.9555555555555556,0.9699248120300752,0.14285714285714285,0.2,0.4222222222222222,18,12,3,387,-0.011673151750972943,-0.13245323570650439,420,5,0.14606834984270645,0.0979026874404286,0.38158981281926874
5,0.030303030303030304,0.6923076923076923,0.05806451612903226,0.10429447852760736,13,313,0.07987220447284345,0.8620689655172413,0.9201277955271565,0.9696969696969697,0.13793103448275862,0.3076923076923077,0.3860899483902679,25,9,4,288,-0.01986329254965824,-0.15658806794111305,326,6,0.0,0.2381989969765828,0.38499414926897224
6,0.03816793893129771,0.7142857142857143,0.07246376811594203,0.06341463414634146,21,389,0.028277634961439587,0.6470588235294118,0.9717223650385605,0.9618320610687023,0.35294117647058826,0.2857142857142857,0.3712816746235769,11,15,6,378,-0.02744821645326745,-0.2846650101764265,410,7,0.45860940638890707,0.536079946372768,0.6128666956019402
7,0.016129032258064516,0.8,0.03162055335968379,0.06130268199233716,5,256,0.046875,0.9230769230769231,0.953125,0.9838709677419355,0.07692307692307693,0.2,0.4234375,12,4,1,244,-0.006168080185042335,-0.09648361565224442,261,8,0.0,0.0,0.22569852278009433
8,0.11904761904761904,0.8653846153846154,0.20930232558139536,0.1326530612244898,52,340,0.020588235294117647,0.5,0.9794117647058823,0.8809523809523809,0.5,0.1346153846153846,0.44298642533936655,7,45,7,333,-0.03119584055459268,-0.20842004228756247,392,9,0.0,0.10124161603625312,0.46415673322614653
9,0.28,0.9130434782608695,0.42857142857142855,0.28888888888888886,92,223,0.03139013452914798,0.4666666666666667,0.968609865470852,0.72,0.5333333333333333,0.08695652173913043,0.47221680639500874,7,84,8,216,-0.033391915641476366,-0.1186457672788859,315,10,0.4343974612438291,0.5001824249910126,0.817328335897492
10,0.04516129032258064,0.7368421052631579,0.0851063829787234,0.06230529595015576,19,302,0.019867549668874173,0.5454545454545454,0.9801324503311258,0.9548387096774194,0.45454545454545453,0.2631578947368421,0.378354827466016,6,14,5,296,-0.02975625872598031,-0.3155934324081296,321,11,0.5296347172140421,0.35498903241423374,0.5234011610546255
11,0.021447721179624665,0.6153846153846154,0.04145077720207254,0.058524173027989825,13,380,0.039473684210526314,0.75,0.9605263157894737,0.9785522788203753,0.25,0.38461538461538464,0.3274291497975709,15,8,5,365,-0.024014084507042233,-0.2808610370689919,393,12,0.7883291114011227,0.5681939502255589,0.661543902162651
12,0.025252525252525252,0.7692307692307693,0.0488997555012225,0.07159904534606205,13,406,0.04926108374384237,0.8695652173913043,0.9507389162561576,0.9747474747474747,0.13043478260869565,0.23076923076923078,0.40924592648730584,20,10,3,386,-0.011895079931708796,-0.13817176496182576,419,13,0.6827250156238165,0.6125056815935322,0.7446591126916519
13,0.04918032786885246,0.6206896551724138,0.09113924050632911,0.07474226804123711,29,359,0.03064066852367688,0.5,0.9693593314763231,0.9508196721311475,0.5,0.3793103448275862,0.32566516184804534,11,18,11,348,-0.05498666989820644,-0.3964683457142597,388,14,0.6608397947263839,0.5696584103994544,0.5399830353832387
14,0.017699115044247787,0.75,0.0345821325648415,0.05367231638418079,8,346,0.03757225433526012,0.8666666666666667,0.9624277456647399,0.9823008849557522,0.13333333333333333,0.25,0.39378612716763006,13,6,2,333,-0.010015841381777246,-0.1567287986071956,354,15,0.3162996546533051,0.31906637786795916,0.4041644846608696
15,0.035,0.6666666666666666,0.0665083135391924,0.05980861244019139,21,397,0.027707808564231738,0.6111111111111112,0.9722921914357683,0.965,0.3888888888888889,0.3333333333333333,0.3471872376154492,11,14,7,386,-0.03201447436203497,-0.3288730414257468,418,16,0.44436116952724447,0.528417590364194,0.5815586606475465
16,0.02278481012658228,0.6923076923076923,0.04411764705882353,0.04878048780487805,13,397,0.027707808564231738,0.7333333333333333,0.9722921914357683,0.9772151898734177,0.26666666666666666,0.3076923076923077,0.360007750435962,11,9,4,386,-0.018406470925418583,-0.2613104273652332,410,17,0.5012389674799459,0.3887114872890578,0.5333595140142698
17,0.020905923344947737,0.35294117647058826,0.039473684210526314,0.06109324758842444,17,294,0.04421768707482993,0.5416666666666666,0.95578231292517,0.9790940766550522,0.4583333333333333,0.6470588235294118,0.1985794317727091,13,6,11,281,-0.07107305451371682,-0.5135165400975734,311,18,0.4239502565920201,0.3336884464926734,0.36163273041329264
18,0.04597701149425287,0.9411764705882353,0.08767123287671233,0.06983240223463687,17,341,0.026392961876832845,0.9,0.9736070381231672,0.9540229885057471,0.1,0.058823529411764705,0.48378471623253405,9,16,1,332,-0.0031639711203488297,-0.04185685340747056,358,19,0.48522855511632257,0.46664232174566633,0.6446189497819846
19,0.015424164524421594,0.8571428571428571,0.030303030303030304,0.04714640198511166,7,396,0.03282828282828283,0.9285714285714286,0.9671717171717171,0.9845758354755784,0.07142857142857142,0.14285714285714285,0.44498556998557,13,6,1,383,-0.00395738993914696,-0.07849905125704403,403,20,0.16958010263680806,0.22906361076190904,0.46038538572233334
20,0.06770833333333333,0.6842105263157895,0.12322274881516587,0.10194174757281553,19,187,0.0427807486631016,0.5714285714285714,0.9572192513368984,0.9322916666666666,0.42857142857142855,0.3157894736842105,0.3634956374894455,8,13,6,179,-0.05363560962123315,-0.313877003837687,206,21,0.915209948681596,0.6723069027360019,0.7151337431484155
21,0.14,0.875,0.2413793103448276,0.22123893805309736,16,97,0.1134020618556701,0.8461538461538461,0.8865979381443299,0.86,0.15384615384615385,0.125,0.49420103092783507,11,14,2,86,-0.0036334275333063104,-0.01267228613331343,113,22,0.830419897363192,0.7529694065526482,0.8178118569317641
22,0.05,0.7692307692307693,0.09389671361502347,0.1187214611872146,13,206,0.07766990291262135,0.8421052631578947,0.9223300970873787,0.95,0.15789473684210525,0.23076923076923078,0.4234503360716953,16,10,3,190,-0.019784302844596757,-0.1285247512730216,219,23,0.6608397947263839,0.6468562235661909,0.7280561018441477
23,0.03767123287671233,0.7333333333333333,0.07166123778501629,0.06862745098039216,15,291,0.03436426116838488,0.7142857142857143,0.9656357388316151,0.9623287671232876,0.2857142857142857,0.26666666666666666,0.3838487972508591,10,11,4,281,-0.023807846728181925,-0.24004374151663632,306,24,0.5773584151532217,0.45306437485515383,0.6225299984267229
24,0.04710144927536232,0.6190476190476191,0.08754208754208755,0.07191780821917808,21,271,0.02952029520295203,0.5,0.9704797047970479,0.9528985507246377,0.5,0.38095238095238093,0.32428395712528557,8,13,8,263,-0.05323963158174938,-0.3989524812732125,292,25,0.6992148198508501,0.5663056311298832,0.6420458604439674
25,0.018421052631578946,0.35,0.035,0.03980099502487562,20,382,0.02356020942408377,0.4090909090909091,0.9764397905759162,0.9815789473684211,0.5909090909090909,0.65,0.18678010471204187,9,7,13,373,-0.0657417582417581,-0.5988566496297605,402,26,0.21398626473452756,0.1434248447073515,0.2394512415408739
26,0.015463917525773196,0.5454545454545454,0.03007518796992481,0.046798029556650245,11,395,0.03291139240506329,0.7222222222222222,0.9670886075949368,0.9845360824742269,0.2777777777777778,0.45454545454545453,0.28918296892980433,13,6,5,382,-0.023876239752896655,-0.33256647223341623,406,27,0.8687949224876582,0.7641829298075258,0.7676122389664065
27,0.12,0.7058823529411765,0.20512820512820512,0.20512820512820512,17,100,0.12,0.7058823529411765,0.88,0.88,0.29411764705882354,0.29411764705882354,0.41294117647058826,12,12,5,88,-0.057537175624453374,-0.17411764705882352,117,28,0.915209948681596,0.8484319164116693,0.7630066252700237
28,0.05,0.38461538461538464,0.08849557522123894,0.1889763779527559,13,114,0.16666666666666666,0.7037037037037037,0.8333333333333334,0.95,0.2962962962962963,0.6153846153846154,0.27564102564102566,19,5,8,95,-0.11318185686324589,-0.3324418277697651,127,29,0.5919819915518812,0.4590828233913731,0.48764598292930955
29,0.030100334448160536,0.5294117647058824,0.056962025316455694,0.06583072100313479,17,302,0.039735099337748346,0.6,0.9602649006622517,0.9698996655518395,0.4,0.47058823529411764,0.28457343202181534,12,9,8,290,-0.04880955007833365,-0.39921476787842186,319,30,0.3391602052736161,0.491204213882323,0.5305445866638142
