,precision,recall,f1_score,accuracy,positives,negatives,tnr,npv,fpr,fdr,for,fnr,balanced_accuracy,true_negatives,true_positives,false_negatives,false_positives,kappa,mcc,support,topic_number,ndcg_5,ndcg_10,ndcg_all
0,0.04,0.8709677419354839,0.0764872521246459,0.05370101596516691,31,658,0.015197568389057751,0.7142857142857143,0.9848024316109423,0.96,0.2857142857142857,0.12903225806451613,0.4430826551622708,10,27,4,648,-0.010445720043906093,-0.16724475914991369,689,1,0.3391602052736161,0.37672812898243385,0.5983705600408472
1,0.026348808030112924,0.75,0.05090909090909091,0.03094059405940594,28,780,0.005128205128205128,0.36363636363636365,0.9948717948717949,0.973651191969887,0.6363636363636364,0.25,0.37756410256410255,4,21,7,776,-0.017197026213567224,-0.3864911718428245,808,2,0.0,0.0,0.3242971919156258
2,0.01989389920424403,0.625,0.038560411311053984,0.027308192457737322,24,745,0.008053691275167786,0.4,0.9919463087248322,0.980106100795756,0.6,0.375,0.3165268456375839,6,15,9,739,-0.023345015922717094,-0.4613759772200522,769,3,0.0,0.0,0.2666171213575285
3,0.009433962264150943,0.9,0.01867219917012448,0.028747433264887063,10,964,0.01970954356846473,0.95,0.9802904564315352,0.9905660377358491,0.05,0.1,0.4598547717842324,19,9,1,945,-0.0016828721017203563,-0.057070707770538506,974,4,0.0,0.0,0.24396902240380566
4,0.018252933507170794,0.9333333333333333,0.03580562659846547,0.037037037037037035,15,768,0.01953125,0.9375,0.98046875,0.9817470664928292,0.0625,0.06666666666666667,0.4764322916666667,15,14,1,753,-0.0018428769243301613,-0.04566841266583731,783,5,0.21398626473452756,0.1434248447073515,0.4310329489439982
5,0.011827956989247311,0.8461538461538461,0.02332979851537646,0.0356020942408377,13,942,0.024416135881104035,0.92,0.975583864118896,0.9881720430107527,0.08,0.15384615384615385,0.4352849910174751,23,11,2,919,-0.0036171317400457426,-0.0939335336905616,955,6,0.0,0.0,0.2411097510468326
6,0.022457067371202115,0.8095238095238095,0.043701799485861184,0.033766233766233764,21,749,0.012016021361815754,0.6923076923076923,0.9879839786381842,0.9775429326287979,0.3076923076923077,0.19047619047619047,0.41076991544281266,9,17,4,740,-0.00989659172240187,-0.2256172183701497,770,7,0.16958010263680806,0.13347537859706934,0.3997742554952683
7,0.0058309037900874635,0.8,0.011577424023154847,0.020086083213773313,5,692,0.014450867052023121,0.9090909090909091,0.9855491329479769,0.9941690962099126,0.09090909090909091,0.2,0.4072254335260116,10,4,1,682,-0.0027044845155623776,-0.12564308119716272,697,8,0.0,0.0,0.15105389124829935
8,0.054827175208581644,0.8846153846153846,0.10325476992143659,0.062206572769953054,52,800,0.00875,0.5384615384615384,0.99125,0.9451728247914184,0.46153846153846156,0.11538461538461539,0.4466826923076923,7,46,6,793,-0.013204817555620307,-0.20825345517030183,852,9,0.13863671367752411,0.12468135197397451,0.46047701943695646
9,0.1095360824742268,0.9239130434782609,0.195852534562212,0.11533586818757921,92,697,0.00860832137733142,0.46153846153846156,0.9913916786226685,0.8904639175257731,0.5384615384615384,0.07608695652173914,0.46626068242779617,6,85,7,691,-0.015964786705726874,-0.17012731805538026,789,10,0.565602538756171,0.5119616205332737,0.7640105482166628
10,0.02750809061488673,0.8947368421052632,0.05337519623233909,0.03210272873194221,19,604,0.004966887417218543,0.6,0.9950331125827815,0.9724919093851133,0.4,0.10526315789473684,0.44985186476124084,3,17,2,601,-0.006165515431197699,-0.1932861849547881,623,11,0.0,0.0,0.30666207067111656
11,0.008820286659316428,0.6153846153846154,0.017391304347826087,0.02481121898597627,13,914,0.016411378555798686,0.75,0.9835886214442013,0.9911797133406836,0.25,0.38461538461538464,0.31589799697020704,15,8,5,899,-0.010551601552230894,-0.2979988869649386,927,12,0.0,0.0,0.2080335594768808
12,0.019064124783362217,0.8461538461538461,0.03728813559322034,0.048576214405360134,13,584,0.030821917808219176,0.9,0.9691780821917808,0.9809358752166378,0.1,0.15384615384615385,0.43848788198103267,18,11,2,566,-0.005539279063422997,-0.09978514025940172,597,13,0.3378096212497593,0.26197181148291476,0.428393584633953
13,0.03111111111111111,0.7241379310344828,0.05965909090909091,0.04610951008645533,29,665,0.016541353383458645,0.5789473684210527,0.9834586466165414,0.9688888888888889,0.42105263157894735,0.27586206896551724,0.3703396422089707,11,21,8,654,-0.02225505422472218,-0.3179935756000037,694,14,0.0,0.2874476364692017,0.4165468999148954
14,0.009308510638297872,0.875,0.018421052631578946,0.022280471821756225,8,755,0.013245033112582781,0.9090909090909091,0.9867549668874173,0.9906914893617021,0.09090909090909091,0.125,0.44412251655629137,10,7,1,745,-0.002377396768149298,-0.09549486973736604,763,15,0.43673949858938643,0.3581409018449095,0.5420387919351115
15,0.026392961876832845,0.8571428571428571,0.051209103840682786,0.04028776978417266,21,674,0.01483679525222552,0.7692307692307693,0.9851632047477745,0.9736070381231672,0.23076923076923078,0.14285714285714285,0.4359898261975413,10,18,3,664,-0.007879271471775695,-0.1617538901720785,695,16,0.0,0.04439936974552799,0.36500132655112266
16,0.01620745542949757,0.7692307692307693,0.031746031746031744,0.03328050713153724,13,618,0.01779935275080906,0.7857142857142857,0.982200647249191,0.9837925445705025,0.21428571428571427,0.23076923076923078,0.39351506099078915,11,10,3,607,-0.008970137985991888,-0.20538914924286977,631,17,0.0,0.09382844813642036,0.3274891086989752
17,0.018867924528301886,0.7647058823529411,0.036827195467422094,0.029957203994293864,17,684,0.011695906432748537,0.6666666666666666,0.9883040935672515,0.9811320754716981,0.3333333333333333,0.23529411764705882,0.38820089439284483,8,13,4,676,-0.011029099855773161,-0.2651676882608095,701,18,0.0,0.20201805241009022,0.31310843307774844
18,0.02091503267973856,0.9411764705882353,0.04092071611253197,0.03350515463917526,17,759,0.013175230566534914,0.9090909090909091,0.9868247694334651,0.9790849673202614,0.09090909090909091,0.058823529411764705,0.4771758505773851,10,16,1,749,-0.0020281600903546693,-0.056525301303433056,776,19,0.5531464700081437,0.5107164012496701,0.6125096839292745
19,0.006615214994487321,0.8571428571428571,0.01312910284463895,0.02062975027144408,7,914,0.014223194748358862,0.9285714285714286,0.9857768052516411,0.9933847850055126,0.07142857142857142,0.14285714285714285,0.435683025945608,13,6,1,901,-0.001985294827137052,-0.09130825772238839,921,20,0.0,0.0,0.1826799172080165
20,0.016233766233766232,0.7894736842105263,0.031813361611876985,0.024572649572649572,19,917,0.008724100327153763,0.6666666666666666,0.9912758996728462,0.9837662337662337,0.3333333333333333,0.21052631578947367,0.39909889226884004,8,15,4,909,-0.008296992694115657,-0.2529652054390785,936,21,0.5531464700081437,0.5730379245414764,0.6058897189414721
